Date,Open,High,Low,Close,Adj Close,Volume,mom,rsi,natr,cci,obv,adx,increase
2021/7/16,42.537498,44.8675,41.575001,42.259998,42.259998,13151600,-8.830002,34.56263372,10.09950156,-108.1172231,4753563200,18.67812849,0
2021/7/17,40.825001,44,40.305,43.372501,43.372501,9747600,-7.334999,37.45295999,9.746076383,-102.3288679,4763310800,19.39998333,1
2021/7/18,40.825001,44,40.305,43.372501,43.372501,9747600,-7.334999,37.45295999,9.746076383,-102.3288679,4763310800,19.39998333,1
2021/7/19,40.825001,44,40.305,43.372501,43.372501,9747600,-7.334999,37.45295999,9.746076383,-102.3288679,4763310800,19.39998333,1
2021/7/20,43.474998,48.41,43.105,47.794998,47.794998,12404400,-2.095001,47.3993062,9.005353895,-11.51893369,4775715200,18.74814761,1
2021/7/21,46.947498,48.877499,45.5275,46.452499,46.452499,8916800,-1.212502,45.05696656,9.118902344,12.71967322,4766798400,18.01571334,0
2021/7/22,46.325001,46.922501,44.037498,44.712502,44.712502,5652000,-3.132499,42.14965786,9.257950344,-23.78693269,4761146400,17.67874985,0
2021/7/23,45.25,45.400002,43.459999,45.09,45.09,5264800,-2.717499,43.00884447,8.832018349,-31.75907586,4766411200,17.49865659,0
2021/7/24,45.09,46.509998,44.689999,45.985001,45.985001,5042400,-1.327499,45.09102534,8.324242344,16.25282564,4771453600,16.9818363,1
2021/7/25,45.09,46.509998,44.689999,45.985001,45.985001,5042400,-1.327499,45.09102534,8.324242344,16.25282564,4771453600,16.9818363,1
2021/7/26,45.09,46.509998,44.689999,45.985001,45.985001,5042400,-1.327499,45.09102534,8.324242344,16.25282564,4771453600,16.9818363,1
2021/7/27,45.75,46.25,44.165001,44.634998,44.634998,4859200,-0.380001,42.56488019,8.297098586,-5.533818132,4766594400,16.63775008,0
2021/7/28,43.93,44.279999,41.067501,42.279999,42.279999,16403200,0.375,38.51165234,8.736286232,-88.94661341,4750191200,17.06269866,0
2021/7/29,42.650002,43.4725,41.127499,41.215,41.215,8960000,-0.490002,36.80479523,8.728293012,-94.55049858,4741231200,17.45729378,0
2021/7/30,41.25,41.805,39.717499,40.279999,40.279999,9508400,-1.979999,35.3245646,8.663154305,-123.9862301,4731722800,18.14967053,0
2021/7/31,40.5,40.897499,38.764999,39.412498,39.412498,10131600,-3.960003,33.95987567,8.60790041,-133.59834,4721591200,19.00657501,0
2021/8/1,40.5,40.897499,38.764999,39.412498,39.412498,10131600,-3.960003,33.95987567,8.60790041,-133.59834,4721591200,19.00657501,0
2021/8/2,40.5,40.897499,38.764999,39.412498,39.412498,10131600,-3.960003,33.95987567,8.60790041,-133.59834,4721591200,19.00657501,0
2021/8/3,39.185001,39.7225,37.049999,38.1875,38.1875,57802400,-9.607498,32.07544724,8.749338789,-148.312691,4663788800,20.17074712,0
2021/8/4,38.182499,39.447498,36.422501,36.700001,36.700001,9574000,-9.752498,29.90540014,9.042427887,-147.7437296,4654214800,21.38243095,0
2021/8/5,37,39.400002,36.305,38.360001,38.360001,9648400,-6.352501,35.17609325,8.609493784,-110.3995018,4663863200,22.5330256,1
2021/8/6,38.647499,39.125,37.577499,37.942501,37.942501,5410800,-7.147499,34.47397921,8.373822146,-88.14972134,4658452400,23.60143493,0
2021/8/7,37.950001,41.177502,37.665001,40.282501,40.282501,8996800,-5.7025,41.51953031,7.946837613,-47.06108078,4667449200,23.58171054,1
2021/8/8,37.950001,41.177502,37.665001,40.282501,40.282501,8996800,-5.7025,41.51953031,7.946837613,-47.06108078,4667449200,23.58171054,1
2021/8/9,37.950001,41.177502,37.665001,40.282501,40.282501,8996800,-5.7025,41.51953031,7.946837613,-47.06108078,4667449200,23.58171054,1
2021/8/10,40.34,41.724998,38.837502,39.762501,39.762501,6493200,-4.872497,40.47795212,7.994413098,-29.71957204,4660956000,23.31017597,0
2021/8/11,39.607498,39.762501,38.654999,39.695,39.695,3781600,-2.584999,40.33649359,7.635294773,-42.73191182,4657174400,23.11656165,1
2021/8/12,39.970001,41.07,39.3325,40.587502,40.587502,5271200,-0.627498,43.16470825,7.239789055,-6.262119722,4662445600,22.30753304,1
2021/8/13,40.1175,40.887501,39.352501,40.630001,40.630001,4059200,0.350002,43.30253118,6.985486248,7.942183089,4666504800,21.55629219,1
2021/8/14,40.25,42.470001,39.790001,40.982498,40.982498,6290400,1.57,44.50457947,6.897829675,72.27763369,4672795200,20.11610949,1
2021/8/15,40.25,42.470001,39.790001,40.982498,40.982498,6290400,1.57,44.50457947,6.897829675,72.27763369,4672795200,20.11610949,1
2021/8/16,40.25,42.470001,39.790001,40.982498,40.982498,6290400,1.57,44.50457947,6.897829675,72.27763369,4672795200,20.11610949,1
2021/8/17,40.297501,42.369999,40.275002,40.887501,40.887501,4863600,2.700001,44.23241088,6.785995347,91.34963754,4667931600,18.77879698,1
2021/8/18,40.8125,41.400002,39.1875,39.262501,39.262501,5647200,2.5625,39.75382987,6.964590335,25.0149046,4662284400,18.02303318,0
2021/8/19,39.192501,39.497501,37.695,38.224998,38.224998,4786000,-0.135003,37.16638657,6.979471831,-67.28780638,4657498400,17.92812685,0
2021/8/20,38.450001,40.022499,38.310001,39.825001,39.825001,4619600,1.8825,43.29585474,6.542953756,-2.76198623,4662118000,17.5576678,1
2021/8/21,40.595001,41.822498,39.887501,41.2225,41.2225,5372000,0.939999,48.06163914,6.21574646,94.87022013,4667490000,16.31847853,1
2021/8/22,40.595001,41.822498,39.887501,41.2225,41.2225,5372000,0.939999,48.06163914,6.21574646,94.87022013,4667490000,16.31847853,1
2021/8/23,40.595001,41.822498,39.887501,41.2225,41.2225,5372000,0.939999,48.06163914,6.21574646,94.87022013,4667490000,16.31847853,1
2021/8/24,41.572498,56.25,41.287498,52.572498,52.572498,58608800,12.809997,70.06613259,6.567423346,395.68948,4726098800,18.64294033,1
2021/8/25,51.662498,56.75,48.25,49.912498,49.912498,51444400,10.217498,63.29779161,7.639735642,253.2961455,4674654400,20.86692807,0
2021/8/26,50.169998,54.25,49.75,51.305,51.305,24954400,10.717498,65.19334179,7.528001683,166.6586957,4699608800,22.93205954,1
2021/8/27,51.924999,53.25,50.005001,51.237499,51.237499,12923200,10.607498,65.01804416,7.451871393,120.5221086,4686685600,24.84968161,0
2021/8/28,51.25,54.547501,50.755001,52.299999,52.299999,13238400,11.317501,66.54301999,7.296979503,106.5932734,4699924000,26.82752879,1
2021/8/29,51.25,54.547501,50.755001,52.299999,52.299999,13238400,11.317501,66.54301999,7.296979503,106.5932734,4699924000,26.82752879,1
2021/8/30,51.25,54.547501,50.755001,52.299999,52.299999,13238400,11.317501,66.54301999,7.296979503,106.5932734,4699924000,26.82752879,1
2021/8/31,53.174999,55.575001,52.865002,54.560001,54.560001,14298800,13.6725,69.58064045,6.92385365,105.1555451,4714222800,28.81591403,1
2021/9/1,56,57.860001,52.005001,53.2425,53.2425,17815200,13.979999,65.82843087,7.373876947,89.30862822,4696407600,30.97592856,0
2021/9/2,53.465,53.700001,51.575001,53.380001,53.380001,7408000,15.155003,66.03429415,7.113883295,63.93324974,4703815600,32.76293299,0
2021/9/3,53.012501,54.067501,49.709999,50.6875,50.6875,10634400,10.862499,58.59078097,7.570700675,42.46080351,4693181200,33.50300419,0
2021/9/4,51.5625,52.474998,49.025002,49.75,49.75,9985200,8.5275,56.21471485,7.657743253,24.53800438,4683196000,33.86713717,0
2021/9/5,51.5625,52.474998,49.025002,49.75,49.75,9985200,8.5275,56.21471485,7.657743253,24.53800438,4683196000,33.86713717,0
2021/9/6,51.5625,52.474998,49.025002,49.75,49.75,9985200,8.5275,56.21471485,7.657743253,24.53800438,4683196000,33.86713717,0
2021/9/7,51.5625,52.474998,49.025002,49.75,49.75,9985200,8.5275,56.21471485,7.657743253,24.53800438,4683196000,33.86713717,0
2021/9/8,50.465,51.720001,47.669998,49.700001,49.700001,20694400,-2.872497,56.08408465,7.699979364,7.210080611,4662501600,33.58080801,0
2021/9/9,45.022499,50.5,44.5,49.794998,49.794998,30046000,-0.1175,56.29190531,7.997012022,-36.60735823,4692547600,32.0430233,1
2021/9/10,49.602501,50.540001,47.5,47.602501,47.602501,12170400,-3.702499,50.36766834,8.223976163,-61.18851281,4680377200,30.62676457,0
2021/9/11,48.4375,52.220001,47.875,50.849998,50.849998,17336400,-0.387501,57.50194521,7.797463203,-43.10638043,4697713600,29.79822592,1
2021/9/12,48.4375,52.220001,47.875,50.849998,50.849998,17336400,-0.387501,57.50194521,7.797463203,-43.10638043,4697713600,29.79822592,1
2021/9/13,48.4375,52.220001,47.875,50.849998,50.849998,17336400,-0.387501,57.50194521,7.797463203,-43.10638043,4697713600,29.79822592,1
2021/9/14,50.162498,51.154999,48.75,49.810001,49.810001,8566400,-2.489998,54.78598879,7.73655984,-60.73201718,4689147200,29.02886859,0
2021/9/15,49.25,51.217499,48.4375,51.130001,51.130001,9241600,-3.43,57.52800163,7.386849335,-39.18950654,4698388800,28.17448619,1
2021/9/16,50.5825,54.137501,50.287498,51.592499,51.592499,12232800,-1.650001,58.47815498,7.330751816,35.5075673,4710621600,28.2230714,1
2021/9/17,52.005001,53.122501,50.195,51.2425,51.2425,15783600,-2.137501,57.43107565,7.261694847,14.53299974,4694838000,28.22377528,0
2021/9/18,50,50.712502,46.137501,48.049999,48.049999,15767200,-2.637501,48.84062316,7.949897707,-106.2692599,4679070800,26.5241447,0
2021/9/19,50,50.712502,46.137501,48.049999,48.049999,15767200,-2.637501,48.84062316,7.949897707,-106.2692599,4679070800,26.5241447,0
2021/9/20,50,50.712502,46.137501,48.049999,48.049999,15767200,-2.637501,48.84062316,7.949897707,-106.2692599,4679070800,26.5241447,0
2021/9/21,49.84,49.84,46.5,47.487499,47.487499,10535200,-2.262501,47.49267893,7.971877729,-113.9818074,4668535600,24.94591631,0
2021/9/22,47.41,48.375,46.572498,47.535,47.535,9026400,-2.165001,47.62413687,7.665914084,-121.3873121,4677562000,23.48041851,1
2021/9/23,48.0825,48.9375,47.650002,47.810001,47.810001,6729200,-1.984997,48.42912171,7.286939128,-76.78412586,4684291200,22.33218147,0
2021/9/24,47.75,47.93,46.0275,46.290001,46.290001,6743200,-1.3125,44.36993268,7.282198051,-125.0698489,4677548000,20.88475238,0
2021/9/25,46.48,48.012501,46.467499,47.369999,47.369999,5880400,-3.479999,47.7227469,6.867605344,-85.57122889,4683428400,19.50566788,1
2021/9/26,46.48,48.012501,46.467499,47.369999,47.369999,5880400,-3.479999,47.7227469,6.867605344,-85.57122889,4683428400,19.50566788,1
2021/9/27,46.48,48.012501,46.467499,47.369999,47.369999,5880400,-3.479999,47.7227469,6.867605344,-85.57122889,4683428400,19.50566788,1
2021/9/28,47,47.702499,44.5,44.650002,44.650002,7082000,-5.159999,41.01770602,7.277858988,-141.2002514,4676346400,18.99758267,0
2021/9/29,45.022499,46.119999,43.6525,43.98,43.98,7599600,-7.150001,39.54387538,7.261715291,-155.1947449,4668746800,18.82929046,0
2021/9/30,43.75,46.362499,41.697498,43.8675,43.8675,12682800,-7.724999,39.28860295,7.519906863,-145.1926682,4656064000,19.31327621,1
2021/10/1,44.849998,44.872501,43.0625,44.227501,44.227501,6204400,-7.014999,40.60982303,7.218252518,-120.261369,4662268400,19.76269156,0
2021/10/2,43.987499,44.237499,42.692501,42.84,42.84,4782800,-5.209999,37.24553311,7.177351467,-122.5053262,4657485600,20.30253487,0
2021/10/3,43.987499,44.237499,42.692501,42.84,42.84,4782800,-5.209999,37.24553311,7.177351467,-122.5053262,4657485600,20.30253487,0
2021/10/4,43.987499,44.237499,42.692501,42.84,42.84,4782800,-5.209999,37.24553311,7.177351467,-122.5053262,4657485600,20.30253487,0
2021/10/5,42.797501,43.2925,41.674999,43.044998,43.044998,5263600,-4.442501,38.06196645,6.901350534,-117.4443198,4662749200,21.13566576,1
2021/10/6,42.514999,43.240002,41.452499,42.767502,42.767502,4801200,-4.767498,37.3535322,6.74851927,-106.6944328,4657948000,21.9813551,1
2021/10/7,43,43.799999,42.634998,43.029999,43.029999,4637200,-4.780002,38.51926675,6.421641442,-76.90153756,4662585200,22.39959783,1
2021/10/8,43.125,43.93,42.779999,43.169998,43.169998,3272800,-3.120003,39.16941196,6.133892906,-63.43488846,4665858000,22.70059483,1
2021/10/9,43.25,47.122501,43.25,44.525002,44.525002,10739600,-2.844997,45.20866889,6.15649636,5.355065282,4676597600,21.15370463,1
2021/10/10,43.25,47.122501,43.25,44.525002,44.525002,10739600,-2.844997,45.20866889,6.15649636,5.355065282,4676597600,21.15370463,1
2021/10/11,43.25,47.122501,43.25,44.525002,44.525002,10739600,-2.844997,45.20866889,6.15649636,5.355065282,4676597600,21.15370463,1
2021/10/12,45.125,45.445,43.450001,43.955002,43.955002,4934800,-0.695,43.26287931,6.115075311,-15.59155172,4671662800,19.71730657,0
2021/10/13,44.575001,47.052502,44,46.014999,46.014999,7711600,2.034999,51.40346855,5.904900577,70.70200124,4679374400,18.99572126,1
2021/10/14,45.939999,47.549999,45.650002,45.9575,45.9575,6695600,2.09,51.18272383,5.785285511,114.2419464,4672678800,18.54495804,1
2021/10/15,46,46.744999,45.220001,45.82,45.82,4800000,1.592499,50.62287369,5.625902858,103.3117525,4667878800,17.8797224,0
2021/10/16,45.735001,47.467499,45.637501,46.505001,46.505001,6358400,3.665001,53.35991243,5.428179797,128.7147146,4674237200,17.60264543,1
2021/10/17,45.735001,47.467499,45.637501,46.505001,46.505001,6358400,3.665001,53.35991243,5.428179797,128.7147146,4674237200,17.60264543,1
2021/10/18,45.735001,47.467499,45.637501,46.505001,46.505001,6358400,3.665001,53.35991243,5.428179797,128.7147146,4674237200,17.60264543,1
2021/10/19,47.247501,48.044998,46.099998,46.697498,46.697498,8282400,3.6525,54.12940939,5.317182379,122.0852861,4682519600,17.61115453,0
2021/10/20,46.5825,47,45.494999,46.130001,46.130001,9107600,3.362499,51.43519453,5.231161163,72.12468937,4673412000,17.22767755,0
2021/10/21,46.177502,47.674999,45.150002,45.427502,45.427502,9609600,2.397503,48.23464296,5.3296456,57.90835797,4663802400,17.2035815,0
2021/10/22,44.525002,44.872501,41.950001,42.450001,42.450001,11201600,-0.719997,37.56521356,5.881225539,-81.14578532,4652600800,16.54540034,0
2021/10/23,42.355,43.700001,41.814999,43.4925,43.4925,5771200,-1.032502,42.37168598,5.639814073,-88.0104897,4658372000,15.99717806,1
2021/10/24,42.355,43.700001,41.814999,43.4925,43.4925,5771200,-1.032502,42.37168598,5.639814073,-88.0104897,4658372000,15.99717806,1
2021/10/25,42.355,43.700001,41.814999,43.4925,43.4925,5771200,-1.032502,42.37168598,5.639814073,-88.0104897,4658372000,15.99717806,1
2021/10/26,43.34,46.25,43.125,44.459999,44.459999,8706800,0.504997,46.48889842,5.625064352,-21.55726955,4667078800,15.4889278,1
2021/10/27,45,45.772499,43.0825,43.377499,43.377499,4428000,-2.6375,42.8040917,5.796577558,-56.80142281,4662650800,14.99428624,0
2021/10/28,43.790001,45.785,43.75,45.712502,45.712502,6784800,-0.244998,51.69769119,5.48378207,-7.905723354,4669435600,14.54100778,1
2021/10/29,45.702499,46.4375,44.5,45.877499,45.877499,9176000,0.057499,52.26255669,5.375427201,22.34000052,4678611600,14.442117,1
2021/10/30,45.6325,52.142502,45.512501,50.022499,50.022499,19776800,3.517498,63.73584472,5.52457852,206.9865894,4698388400,16.31823124,1
2021/10/31,45.6325,52.142502,45.512501,50.022499,50.022499,19776800,3.517498,63.73584472,5.52457852,206.9865894,4698388400,16.31823124,1
2021/11/1,45.6325,52.142502,45.512501,50.022499,50.022499,19776800,3.517498,63.73584472,5.52457852,206.9865894,4698388400,16.31823124,1
2021/11/2,49.837502,52.985001,47.922501,51.747501,51.747501,15529200,5.050003,67.26221406,5.657749962,219.459776,4713917600,18.26375755,1
2021/11/3,53.5,63.922501,52.0625,54.5825,54.5825,45062400,8.452499,72.06928258,6.574016376,277.8472072,4758980000,21.69003515,1
2021/11/4,55.5,57.2425,52.887501,54.459999,54.459999,11632000,9.032497,71.58018532,6.689367332,156.4078427,4747348000,24.87157864,0
2021/11/5,55.16,55.25,52.252499,53.3125,53.3125,7242800,10.862499,66.99373601,6.74686089,102.5960217,4740105200,27.51314102,0
2021/11/6,53.125,56.259998,53.002499,54.66,54.66,8631600,11.1675,69.46775833,6.536179728,98.2103986,4748736800,30.08363864,1
2021/11/7,53.125,56.259998,53.002499,54.66,54.66,8631600,11.1675,69.46775833,6.536179728,98.2103986,4748736800,30.08363864,1
2021/11/8,53.125,56.259998,53.002499,54.66,54.66,8631600,11.1675,69.46775833,6.536179728,98.2103986,4748736800,30.08363864,1
2021/11/9,55.5,55.872501,51.110001,51.650002,51.650002,7381200,7.190003,58.85532195,7.081632406,60.56272721,4741355600,31.53476745,0
2021/11/10,50.529999,51.8475,49.125,49.797501,49.797501,5237600,6.420002,53.44395108,7.210935951,16.74983465,4736118000,31.99063453,0
2021/11/11,50,52.022499,49.537498,51.080002,51.080002,4317600,5.3675,56.43061872,6.875245526,19.65497774,4740435600,32.44860958,1
2021/11/12,50.535,51.34,49.470001,50.525002,50.525002,3712000,4.647503,54.79247628,6.718651205,3.386829004,4736723600,32.84187226,0
2021/11/13,50.965,52.875,50.422501,52.285,52.285,5865600,2.262501,58.87002511,6.363786599,24.70599945,4742589200,33.53257603,1
2021/11/14,50.965,52.875,50.422501,52.285,52.285,5865600,2.262501,58.87002511,6.363786599,24.70599945,4742589200,33.53257603,1
2021/11/15,50.965,52.875,50.422501,52.285,52.285,5865600,2.262501,58.87002511,6.363786599,24.70599945,4742589200,33.53257603,1
2021/11/16,52.255001,53.142502,50.907501,51.794998,51.794998,4858400,0.047497,57.31990874,6.27335491,16.03851801,4737730800,34.22978024,0
2021/11/17,51.575001,54.424999,51.5,52.5,52.5,5410800,-2.0825,58.99294681,6.144992061,29.43926873,4743141600,35.14290027,1
2021/11/18,52.5625,53.785,51.875,52.529999,52.529999,4017600,-1.93,59.06647616,5.962520961,12.63884328,4747159200,35.99079744,0
2021/11/19,52.285,57.3475,52.0625,57.200001,57.200001,12136800,3.887501,68.52733663,5.744562664,111.5349828,4759296000,37.43844704,1
2021/11/20,57.615002,62.41,57.4375,61.887501,61.887501,17485600,7.227501,74.8186279,5.531530939,222.6984368,4776781600,39.44111598,1
2021/11/21,57.615002,62.41,57.4375,61.887501,61.887501,17485600,7.227501,74.8186279,5.531530939,222.6984368,4776781600,39.44111598,1
2021/11/22,57.615002,62.41,57.4375,61.887501,61.887501,17485600,7.227501,74.8186279,5.531530939,222.6984368,4776781600,39.44111598,1
2021/11/23,60.959999,63.049999,53.139999,53.474998,53.474998,13380800,1.824996,53.96827301,7.268181859,96.78753064,4763400800,39.39148902,0
2021/11/24,54.3125,55.997501,52,52.945,52.945,5237600,3.147499,52.96679575,7.35589255,6.493986459,4758163200,38.90825685,0
2021/11/25,52.02,52.932499,49.799999,49.93,49.93,4941200,-1.150002,47.55997512,7.69284227,-75.58302601,4753222000,37.66402507,0
2021/11/26,52.02,52.932499,49.799999,49.93,49.93,4941200,-1.150002,47.55997512,7.69284227,-75.58302601,4753222000,37.66402507,0
2021/11/27,51,51.977501,50.235001,50.502499,50.502499,4435200,-0.022503,48.63223736,7.351965874,-67.97767263,4757657200,36.50866698,0
2021/11/28,51,51.977501,50.235001,50.502499,50.502499,4435200,-0.022503,48.63223736,7.351965874,-67.97767263,4757657200,36.50866698,0
2021/11/29,51,51.977501,50.235001,50.502499,50.502499,4435200,-0.022503,48.63223736,7.351965874,-67.97767263,4757657200,36.50866698,0
2021/11/30,50.025002,50.987499,47,49.052502,49.052502,6895600,-3.232498,46.06320638,7.609273048,-111.1978056,4750761600,34.34877808,0
2021/12/1,49.849998,50.0275,44.252499,44.959999,44.959999,9406000,-6.834999,39.69031871,8.626399147,-163.6593626,4741355600,32.22772763,0
2021/12/2,46.25,46.857498,43.267502,45.389999,45.389999,8348400,-7.110001,40.61989954,8.499287729,-163.0883977,4749704000,30.51815749,0
2021/12/3,45.25,45.982498,39.762501,43.0975,43.0975,16386800,-9.432499,37.31744108,9.342892445,-168.6709931,4733317200,29.76664269,0
2021/12/4,41.5,43.334999,40.799999,41.779999,41.779999,8914400,-15.420002,35.52965328,9.382512351,-144.7016169,4724402800,29.06880752,1
2021/12/5,41.5,43.334999,40.799999,41.779999,41.779999,8914400,-15.420002,35.52965328,9.382512351,-144.7016169,4724402800,29.06880752,1
2021/12/6,41.5,43.334999,40.799999,41.779999,41.779999,8914400,-15.420002,35.52965328,9.382512351,-144.7016169,4724402800,29.06880752,1
2021/12/7,43.794998,45.494999,42.627499,44.452499,44.452499,7889600,-17.435002,41.63751674,8.785489743,-88.9534706,4732292400,27.70438603,1
2021/12/8,44.150002,45.0625,42.990002,43.412498,43.412498,10444800,-10.0625,40.04748678,8.694386419,-80.09557252,4721847600,26.43742322,0
2021/12/9,41.75,43.172501,37.75,38.939999,38.939999,20337200,-14.005001,34.0291938,10.03931941,-112.1668766,4701510400,26.48536956,0
2021/12/10,39.9575,40.575001,37,39.752499,39.752499,18107600,-10.177501,35.91337751,9.77405622,-107.3892399,4719618000,26.67833213,0
2021/12/11,40.0825,40.2225,33.767502,34.220001,34.220001,21944800,-16.282498,29.69428633,11.89062519,-137.6609767,4697673200,27.4486368,0
2021/12/12,40.0825,40.2225,33.767502,34.220001,34.220001,21944800,-16.282498,29.69428633,11.89062519,-137.6609767,4697673200,27.4486368,0
2021/12/13,40.0825,40.2225,33.767502,34.220001,34.220001,21944800,-16.282498,29.69428633,11.89062519,-137.6609767,4697673200,27.4486368,0
2021/12/14,32.75,37.592499,32.375,36.922501,36.922501,26048400,-12.130001,35.56414184,11.24249329,-132.4159039,4723721600,28.39364961,1
2021/12/15,36.865002,38,35.279999,37.147499,37.147499,11064000,-7.8125,36.04290766,10.89923925,-100.8043834,4734785600,29.1108955,1
2021/12/16,38.232498,38.610001,35.532501,36.147499,36.147499,8659200,-9.2425,34.80512403,11.00882966,-87.9503711,4726126400,29.52904166,0
2021/12/17,35.9375,39.642502,34.8325,38.91,38.91,17226800,-4.1875,40.84847716,10.37970732,-60.35234707,4743353200,29.49607445,1
2021/12/18,38.297501,39.919998,37.424999,39.285,39.285,7314400,-2.494999,41.63933468,9.999940464,-31.98197486,4750667600,29.35032255,1
2021/12/19,38.297501,39.919998,37.424999,39.285,39.285,7314400,-2.494999,41.63933468,9.999940464,-31.98197486,4750667600,29.35032255,1
2021/12/20,38.297501,39.919998,37.424999,39.285,39.285,7314400,-2.494999,41.63933468,9.999940464,-31.98197486,4750667600,29.35032255,1
2021/12/21,39.264999,40.0625,38.785,39.529999,39.529999,5720800,-4.9225,42.1832158,9.458945696,-10.96630663,4756388400,29.15253246,1
2021/12/22,39.5825,39.787498,38.029999,38.5,38.5,4188800,-4.912498,40.4754338,9.344355066,-19.86450416,4752199600,29.16639049,0
2021/12/23,38.5,38.75,36.505001,38.035,38.035,4222000,-0.904999,39.69413012,9.20458527,-43.31263915,4747977600,29.56141905,0
2021/12/24,38,38.154999,35,37.077499,37.077499,6454400,-2.675,38.06475038,9.375638366,-68.49975728,4741523200,30.27567296,0
2021/12/25,38,38.154999,35,37.077499,37.077499,6454400,-2.675,38.06475038,9.375638366,-68.49975728,4741523200,30.27567296,0
2021/12/26,38,38.154999,35,37.077499,37.077499,6454400,-2.675,38.06475038,9.375638366,-68.49975728,4741523200,30.27567296,0
2021/12/27,38,38.154999,35,37.077499,37.077499,6454400,-2.675,38.06475038,9.375638366,-68.49975728,4741523200,30.27567296,0
2021/12/28,36.875,39.352501,36.602501,36.615002,36.615002,5324400,2.395001,37.26896184,9.352388026,-30.51080603,4736198800,30.34082112,0
2021/12/29,36.962502,38.872501,35.535,38.482498,38.482498,8149600,1.559997,42.49657954,8.882405788,-9.503938234,4744348400,30.66900008,1
2021/12/30,37.75,40,37.5,38.8325,38.8325,6247600,1.685001,43.44776811,8.633458937,75.52512898,4750596000,30.41150958,1
2021/12/31,38.404999,39.182499,37.025002,37.0975,37.0975,5576000,0.950001,39.92240931,8.807127982,13.0754336,4745020000,30.30673231,0
2022/1/1,37.307499,39.845001,37.302502,38.209999,38.209999,5654800,-0.700001,43.10995879,8.45354958,57.79241519,4750674800,29.86605123,1
2022/1/2,37.307499,39.845001,37.302502,38.209999,38.209999,5654800,-0.700001,43.10995879,8.45354958,57.79241519,4750674800,29.86605123,1
2022/1/3,37.307499,39.845001,37.302502,38.209999,38.209999,5654800,-0.700001,43.10995879,8.45354958,57.79241519,4750674800,29.86605123,1
2022/1/4,38.0425,38.247501,35.762501,37.227501,37.227501,7339600,-2.057499,41.03906142,8.533690443,-74.39397099,4743335200,29.91941715,0
2022/1/5,37.0975,37.212502,32.287498,32.342499,32.342499,13585600,-7.1875,32.64279732,10.21200333,-274.6921248,4729749600,30.8204586,0
2022/1/6,33.209999,34.424999,30.285,32.7575,32.7575,24206000,-5.7425,33.88041882,10.2651783,-247.4535064,4753955600,32.0526122,0
2022/1/7,39.942501,40.077499,33.125,35.154999,35.154999,48549200,-2.880001,40.66339752,10.36918252,-53.32165829,4802504800,30.80084964,0
2022/1/8,33.747501,33.922501,30,32.787498,32.787498,22048000,-4.290001,36.66356779,11.44681017,-171.8499769,4780456800,30.36405658,0
2022/1/9,33.747501,33.922501,30,32.787498,32.787498,22048000,-4.290001,36.66356779,11.44681017,-171.8499769,4780456800,30.36405658,0
2022/1/10,33.747501,33.922501,30,32.787498,32.787498,22048000,-4.290001,36.66356779,11.44681017,-171.8499769,4780456800,30.36405658,0
2022/1/11,32.525002,34.200001,31.8475,32.575001,32.575001,10332400,-4.040001,36.318257,11.21436113,-115.5831747,4770124400,29.8583814,1
2022/1/12,32.5,32.830002,31.612499,32.014999,32.014999,6298000,-6.467499,35.37274795,10.86712072,-111.1044204,4763826400,29.44441417,0
2022/1/13,32.125,32.625,30.422501,30.620001,30.620001,8901200,-8.212499,33.06356144,11.06440914,-112.0333915,4754925200,29.34435197,0
2022/1/14,30.0375,30.575001,28.004999,29.1625,29.1625,15402000,-7.935,30.80112323,11.42807923,-132.8143588,4739523200,29.78024736,0
2022/1/15,28.2775,28.4375,26.1,27.227501,27.227501,15022400,-10.982498,28.05630185,12.16936007,-149.8052174,4724500800,30.55526667,0
2022/1/16,28.2775,28.4375,26.1,27.227501,27.227501,15022400,-10.982498,28.05630185,12.16936007,-149.8052174,4724500800,30.55526667,0
2022/1/17,28.2775,28.4375,26.1,27.227501,27.227501,15022400,-10.982498,28.05630185,12.16936007,-149.8052174,4724500800,30.55526667,0
2022/1/18,28.2775,28.4375,26.1,27.227501,27.227501,15022400,-10.982498,28.05630185,12.16936007,-149.8052174,4724500800,30.55526667,0
2022/1/19,27.502501,28.262501,26.102501,26.6425,26.6425,9614400,-10.585001,27.26522768,12.12733796,-133.242544,4714886400,31.27492745,0
2022/1/20,26.975,28.799999,25.4,25.6675,25.6675,11680400,-6.674999,25.95185528,12.63502685,-126.7776821,4703206000,32.08398597,0
2022/1/21,25.25,27.5525,23.18,26.59,26.59,22120000,-6.1675,29.41626945,12.50006493,-120.9003565,4725326000,33.25149228,1
2022/1/22,24.754999,25.715,21.5725,25.0375,25.0375,25039600,-10.117499,27.1169155,13.75835516,-128.6695733,4700286400,34.60583993,1
2022/1/23,24.754999,25.715,21.5725,25.0375,25.0375,25039600,-10.117499,27.1169155,13.75835516,-128.6695733,4700286400,34.60583993,1
2022/1/24,24.754999,25.715,21.5725,25.0375,25.0375,25039600,-10.117499,27.1169155,13.75835516,-128.6695733,4700286400,34.60583993,1
2022/1/25,24.23,26.2425,23.752501,24.9475,24.9475,14297200,-7.839998,26.9852294,13.53462994,-95.98209407,4685989200,35.58870553,1
